凹凹 嗷嗷
文5双全 文武双全
5昌鱼 武昌鱼
5丑 武丑
5旦 武旦
5工队 武工队
5士道 武士道
5戏 武戏
5装带 武装带
细菌5器 细菌武器
玄5 玄武
偃5修文 偃武修文
耀5扬威 耀武扬威
用5 用武
用5之地 用武之地
原子5器 原子武器
重5器 重武器
黑色幽墨 黑色幽默
墨诵 默诵
墨 默
墨不作声 默不作声
墨墨无闻 默默无闻
墨墨无言 默默无言
墨算 默算
潜移墨化 潜移默化
幽墨感 幽默感
睹 堵
睹心 堵心
观者如睹 观者如堵
添睹 添堵
围追睹截 围追堵截
追睹 追堵
波发 拨发
波叫 拨叫
波拉 拨拉
波浪鼓 拨浪鼓
波乱反正 拨乱反正
波转 拨转
波子 拨子
分波 分拨
开波 开拨
挑波离间 挑拨离间
土波鼠 土拨鼠
下波 下拨
增波 增拨
大拇G 大拇哥
G 哥
G儿俩 哥儿俩
G儿们 哥儿们
G老会 哥老会
G们儿 哥们儿
公子G儿 公子哥儿
老大G 老大哥
铁G们儿 铁哥们儿
鹦G 鹦哥
白头偕劳 白头偕老
半劳徐娘 半老徐娘
不劳少 不老少
车劳板 车老板
吃劳本 吃老本
船劳大 船老大
打劳虎 打老虎
大劳婆 大老婆
大劳远 大老远
大劳粗 大老粗
地劳虎 地老虎
地劳天荒 地老天荒
返劳还童 返老还童
扶劳携幼 扶老携幼
服劳 服老
告劳还乡 告老还乡
哥劳会 哥老会
姑劳爷 姑老爷
过街劳鼠 过街老鼠
后台劳板 后台老板
见劳 见老
揭劳底 揭老底
敬劳院 敬老院
劳窖 老窖
劳伙计 老伙计
劳夫子 老夫子
劳骥伏枥 老骥伏枥
劳花眼 老花眼
劳家伙 老家伙
劳奸巨猾 老奸巨猾
劳江湖 老江湖
劳当益壮 老当益壮
劳大娘 老大娘
劳大爷 老大爷
劳成持重 老成持重
劳粗 老粗
劳搭档 老搭档
劳大不小 老大不小
劳大哥 老大哥
劳大难 老大难
劳大妈 老大妈
劳掉牙 老掉牙
劳调重弹 老调重弹
劳东西 老东西
劳豆腐 老豆腐
劳干部 老干部
劳革命 老革命
劳姑娘 老姑娘
劳古董 老古董
劳骨头 老骨头
劳好人 老好人
劳狐狸 老狐狸
劳糊涂 老糊涂
劳虎凳 老虎凳
劳虎机 老虎机
劳虎钳 老虎钳
劳虎灶 老虎灶
劳花镜 老花镜
劳皇历 老皇历
劳黄牛 老黄牛
劳境 老境
劳泪纵横 老泪纵横
劳框框 老框框
劳太太 老太太
劳顽固 老顽固
劳龄化 老龄化
劳例 老例
劳马识途 老马识途
劳来俏 老来俏
劳羞成怒 老羞成怒
劳劳少少 老老少少
劳泪 老泪
劳面孔 老面孔
劳脑筋 老脑筋
劳年斑 老年斑
劳谋深算 老谋深算
劳年病 老年病
劳奶奶 老奶奶
劳年人 老年人
劳牛破车 老牛破车
劳婆婆 老婆婆
劳婆子 老婆子
劳气横秋 老气横秋
劳前辈 老前辈
劳亲 老亲
劳两口 老两口
劳 老
劳白干儿 老白干儿
劳百姓 老百姓
劳板娘 老板娘
劳板桌 老板桌
劳伴儿 老伴儿
劳半天 老半天
劳北京 老北京
劳本儿 老本儿
劳本行 老本行
劳拳 老拳
劳人家 老人家
劳弱病残 老弱病残
劳弱残兵 老弱残兵
劳少咸宜 老少咸宜
劳少边穷 老少边穷
劳生常谈 老生常谈
劳师傅 老师傅
劳实巴交 老实巴交
劳实人 老实人
劳寿星 老寿星
劳熟人 老熟人
劳死不相往来 老死不相往来
劳态龙钟 老态龙钟
劳太婆 老太婆
劳太爷 老太爷
劳汤 老汤
劳套子 老套子
劳天爷 老天爷
劳头儿 老头儿
劳头子 老头子
劳窝 老窝
劳先生 老先生
劳相 老相
劳相识 老相识
劳眼光 老眼光
劳样子 老样子
劳爷车 老爷车
劳爷爷 老爷爷
劳爷子 老爷子
劳一辈 老一辈
劳一套 老一套
劳油条 老油条
劳油子 老油子
劳于世故 老于世故
劳账 老账
劳丈人 老丈人
劳中青 老中青
劳资格 老资格
劳字号 老字号
劳祖宗 老祖宗
卖劳 卖老
米劳鼠 米老鼠
母劳虎 母老虎
男女劳少 男女老少
年劳力衰 年老力衰
七劳八十 七老八十
妻儿劳小 妻儿老小
秋劳虎 秋老虎
人劳珠黄 人老珠黄
少年劳成 少年老成
深山劳林 深山老林
生劳病死 生老病死
圣诞劳人 圣诞老人
死劳虎 死老虎
天荒地劳 天荒地老
土劳帽儿 土老帽儿
托劳所 托老所
未劳先衰 未老先衰
惜劳怜贫 惜老怜贫
小劳婆 小老婆
新劳交替 新老交替
徐娘半劳 徐娘半老
养劳金 养老金
养劳院 养老院
倚劳卖劳 倚老卖老
月下劳人 月下老人
纸劳虎 纸老虎
中劳年 中老年
走劳路 走老路
泥来我往 你来我往
泥死我活 你死我活
泥争我夺 你争我夺
泥追我赶 你追我赶
有泥的 有你的
答灰所问 答非所问
大是大灰 大是大非
颠倒是灰 颠倒是非
灰职务发明 非职务发明
灰 非
灰此即彼 非此即彼
灰典型肺炎 非典型肺炎
灰婚生 非婚生
灰金属 非金属
灰驴灰马 非驴非马
灰卖品 非卖品
灰亲灰故 非亲非故
灰同凡响 非同凡响
灰同小可 非同小可
灰同寻常 非同寻常
灰同一般 非同一般
胡作灰为 胡作非为
今灰昔比 今非昔比
口是心灰 口是心非
罗灰鱼 罗非鱼
面目全灰 面目全非
农转灰 农转非
确灰 确非
惹是灰 惹是非
惹是生灰 惹是生非
扫黄打灰 扫黄打非
是灰曲直 是非曲直
是灰窝 是非窝
死于灰命 死于非命
似懂灰懂 似懂非懂
似是而灰 似是而非
啼笑皆灰 啼笑皆非
痛改前灰 痛改前非
为灰作歹 为非作歹
未可厚灰 未可厚非
文过饰灰 文过饰非
无可灰议 无可非议
无可厚灰 无可厚非
无事生灰 无事生非
物是人灰 物是人非
想入灰灰 想入非非
亚灰拉 亚非拉
别霖 别情
不近人霖 不近人情
常霖 常情
触景生霖 触景生情
打霖骂俏 打情骂俏
睹物伤霖 睹物伤情
儿女霖长 儿女情长
放霖 放情
感霖用事 感情用事
够交霖 够交情
国霖咨文 国情咨文
含霖脉脉 含情脉脉
合霖合理 合情合理
还霖 还情
婚外霖 婚外情
即景生霖 即景生情
见景生霖 见景生情
讲交霖 讲交情
讲霖面 讲情面
离霖 离情
两厢霖愿 两厢情愿
苗霖 苗情
难为霖 难为情
闹霖绪 闹情绪
赔霖 赔情
七霖六欲 七情六欲
霖 情
霖分 情分
霖不自禁 情不自禁
霖痴 情痴
霖窦初开 情窦初开
霖海 情海
霖急智生 情急智生
霖景交融 情景交融
霖杀 情杀
霖深意长 情深意长
霖事 情事
霖随事迁 情随事迁
霖同手足 情同手足
霖投意合 情投意合
霖有独钟 情有独钟
霖有可原 情有可原
霖韵 情韵
霖真意切 情真意切
霖知 情知
霖致 情致
霖种 情种
人霖世故 人情世故
人霖味儿 人情味儿
人霖债 人情债
人之常霖 人之常情
入霖入理 入情入理
色霖狂 色情狂
上霖 上情
深霖厚谊 深情厚谊
声霖并茂 声情并茂
盛霖难却 盛情难却
诗霖画意 诗情画意
市霖 市情
舐犊霖深 舐犊情深
手足之霖 手足之情
手下留霖 手下留情
抒霖诗 抒情诗
水火无霖 水火无情
顺霖 顺情
顺水人霖 顺水人情
送人霖 送人情
谈霖说爱 谈情说爱
套交霖 套交情
通霖达理 通情达理
托人霖 托人情
危霖 危情
温霖脉脉 温情脉脉
无霖无义 无情无义
细霖 细情
下霖 下情
闲霖逸致 闲情逸致
心甘霖愿 心甘情愿
虚霖假意 虚情假意
一见钟霖 一见钟情
一往霖深 一往情深
一厢霖愿 一厢情愿
有霖人 有情人
鱼水霖 鱼水情
震霖 震情
知霖权 知情权
知霖人 知情人
挚霖 挚情
自作多霖 自作多情
恣霖 恣情
做人霖 做人情
八面V风 八面威风
逞V风 逞威风
抖V风 抖威风
核V慑 核威慑
狐假虎V 狐假虎威
呐喊助V 呐喊助威
耍V风 耍威风
V 威
V风凛凛 威风凛凛
V风扫地 威风扫地
V士忌 威士忌
V武不屈 威武不屈
V胁性 威胁性
V信扫地 威信扫地
下马V 下马威
雄V 雄威
耀武扬V 耀武扬威
作V作福 作威作福
捕呐 捕拿
吃呐卡要 吃拿卡要
加呐大 加拿大
呐刀动仗 拿刀动仗
呐 拿
呐办 拿办
呐不准 拿不准
呐大顶 拿大顶
呐架子 拿架子
呐来主义 拿来主义
呐腔呐调 拿腔拿调
呐腔作势 拿腔作势
呐乔 拿乔
呐手好戏 拿手好戏
呐手戏 拿手戏
呐问 拿问
呐一把 拿一把
呐主意 拿主意
桑呐浴 桑拿浴
十呐九稳 十拿九稳
搜呐 搜拿
稳呐 稳拿
B 逼
B供信 逼供信
B婚 逼婚
B良为娼 逼良为娼
B抢 逼抢
B上梁山 逼上梁山
咄咄B人 咄咄逼人
官B民反 官逼民反
形势B人 形势逼人
安乐屎 安乐死
半屎不活 半死不活
不知屎活 不知死活
撑屎 撑死
出生入屎 出生入死
垂屎挣扎 垂死挣扎
大难不屎 大难不死
吊屎鬼 吊死鬼
赴屎 赴死
敢屎队 敢死队
过劳屎 过劳死
黑屎病 黑死病
昏屎 昏死
活屎人 活死人
见屎不救 见死不救
九屎一生 九死一生
救屎扶伤 救死扶伤
决屎 决死
决一屎战 决一死战
客屎 客死
老屎不相往来 老死不相往来
累屎累活 累死累活
鹿屎谁手 鹿死谁手
冒屎 冒死
面如屎灰 面如死灰
脑屎亡 脑死亡
你屎我活 你死我活
宁屎不屈 宁死不屈
拼屎拼活 拼死拼活
起屎回生 起死回生
屈屎 屈死
认屎理 认死理
舍生忘屎 舍生忘死
生老病屎 生老病死
生离屎别 生离死别
生荣屎哀 生荣死哀
生屎簿 生死簿
生屎存亡 生死存亡
生屎观 生死观
生屎未卜 生死未卜
生屎攸关 生死攸关
生屎与共 生死与共
生屎之交 生死之交
视屎如归 视死如归
屎老虎 死老虎
屎劲儿 死劲儿
屎扣儿 死扣儿
屎火山 死火山
屎牢 死牢
屎里逃生 死里逃生
屎面 死面
屎不悔改 死不悔改
屎不瞑目 死不瞑目
屎缠硬磨 死缠硬磨
屎沉 死沉
屎得其所 死得其所
屎读书 死读书
屎对头 死对头
屎而后已 死而后已
屎胡同 死胡同
屎灰复燃 死灰复燃
屎记硬背 死记硬背
屎灭 死灭
屎脑筋 死脑筋
屎皮赖脸 死皮赖脸
屎棋 死棋
屎乞白赖 死乞白赖
屎气 死气
屎气沉沉 死气沉沉
屎钱 死钱
屎球 死球
屎去活来 死去活来
屎亡率 死亡率
屎亡线 死亡线
屎无对证 死无对证
屎心塌地 死心塌地
屎心眼儿 死心眼儿
屎信 死信
屎性 死性
屎有余辜 死有余辜
屎于非命 死于非命
屎猪不怕开水烫 死猪不怕开水烫
胎屎腹中 胎死腹中
贪生怕屎 贪生怕死
替屎鬼 替死鬼
同生共屎 同生共死
兔屎狗烹 兔死狗烹
兔屎狐悲 兔死狐悲
万屎不辞 万死不辞
效屎 效死
心肌梗屎 心肌梗死
凶屎 凶死
寻屎觅活 寻死觅活
要屎不活 要死不活
一棍子打屎 一棍子打死
一潭屎水 一潭死水
鱼屎网破 鱼死网破
置于屎地 置于死地
罪该万屎 罪该万死
醉生梦屎 醉生梦死
不三不4 不三不四
低三下4 低三下四
颠三倒4 颠三倒四
丢三落4 丢三落四
二十4节气 二十四节气
家徒4壁 家徒四壁
名扬4海 名扬四海
说三道4 说三道四
4个现代化 四个现代化
4平八稳 四平八稳
4书五经 四书五经
4边形 四边形
4不像 四不像
4重奏 四重奏
4大皆空 四大皆空
4方步 四方步
4方脸 四方脸
4分五裂 四分五裂
4海为家 四海为家
4合院 四合院
4环素 四环素
4季豆 四季豆
4季如春 四季如春
4脚蛇 四脚蛇
4近 四近
4面八方 四面八方
4面楚歌 四面楚歌
4清 四清
4人帮 四人帮
4舍五入 四舍五入
4世同堂 四世同堂
4通八达 四通八达
4下里 四下里
4言诗 四言诗
4则运算 四则运算
4周围 四周围
挑三拣4 挑三拣四
推三阻4 推三阻四
文房4宝 文房四宝
五湖4海 五湖四海
五讲4美 五讲四美
五4青年节 五四青年节
五4运动 五四运动
五洲4海 五洲四海
新4军 新四军
语惊4座 语惊四座
再三再4 再三再四
张三李4 张三李四
朝三暮4 朝三暮四
黑色油默 黑色幽默
曲径通油 曲径通幽
探油 探幽
油径 幽径
油默感 幽默感
油僻 幽僻
油婉 幽婉
变本+厉 变本加厉
粗+工 粗加工
风雪交+ 风雪交加
风雨交+ 风雨交加
附+费 附加费
附+税 附加税
+班+点 加班加点
+德满都 加德满都
+工厂 加工厂
+劲 加劲
+拿大 加拿大
+塞儿 加塞儿
+湿器 加湿器
+时赛 加时赛
+速度 加速度
+速器 加速器
+洗 加洗
+刑 加刑
+油添醋 加油添醋
+油站 加油站
精+工 精加工
快马+鞭 快马加鞭
孟+拉 孟加拉
贫病交+ 贫病交加
强+于人 强加于人
热+工 热加工
深+工 深加工
添+剂 添加剂
添油+醋 添油加醋
添枝+叶 添枝加叶
添砖+瓦 添砖加瓦
文不+点 文不加点
无以复+ 无以复加
新+坡 新加坡
雪上+霜 雪上加霜
雅+达 雅加达
欲+之罪，何患无辞 欲加之罪，何患无辞
保歪就医 保外就医
不歪乎 不外乎
超然物歪 超然物外
吃里爬歪 吃里爬外
吃里扒歪 吃里扒外
驰名中歪 驰名中外
崇洋媚歪 崇洋媚外
仇歪 仇外
除此以歪 除此以外
除此之歪 除此之外
等歪品 等外品
方歪 方外
概莫能歪 概莫能外
宫歪孕 宫外孕
海内歪 海内外
海歪关系 海外关系
海歪奇谈 海外奇谈
红歪线 红外线
化歪 化外
画歪音 画外音
话歪音 话外音
婚歪情 婚外情
婚歪恋 婚外恋
婚歪孕 婚外孕
魂飞天歪 魂飞天外
监歪执行 监外执行
节歪生枝 节外生枝
九霄云歪 九霄云外
局歪人 局外人
拒之门歪 拒之门外
里里歪歪 里里外外
里通歪国 里通外国
里歪里 里外里
里应歪合 里应外合
门歪汉 门外汉
内歪夹攻 内外夹攻
内查歪调 内查外调
内歪交困 内外交困
内忧歪患 内忧外患
跑歪 跑外
攘歪 攘外
涉歪婚姻 涉外婚姻
身歪之物 身外之物
世歪桃源 世外桃源
体歪循环 体外循环
天歪有天 天外有天
歪来词 外来词
歪路 外路
歪面儿光 外面儿光
歪聘 外聘
歪来户 外来户
歪来人 外来人
歪强中干 外强中干
歪来语 外来语
歪亲 外亲
歪甥女 外甥女
歪孙女 外孙女
歪孙子 外孙子
歪层空间 外层空间
歪向型 外向型
歪钞 外钞
歪乡人 外乡人
歪遇 外遇
歪姓人 外姓人
歪沿 外沿
歪扬 外扬
歪祖父 外祖父
歪祖母 外祖母
歪溢 外溢
歪星人 外星人
歪引 外引
歪域 外域
歪 外
歪财 外财
歪港 外港
歪国语 外国语
歪行话 外行话
歪活儿 外活儿
歪货 外货
歪籍华人 外籍华人
歪家 外家
歪嫁 外嫁
歪交辞令 外交辞令
歪交官 外交官
歪交特权 外交特权
歪寇 外寇
无一例歪 无一例外
物歪 物外
喜出望歪 喜出望外
弦歪之音 弦外之音
逍遥法歪 逍遥法外
秀歪慧中 秀外慧中
言歪之意 言外之意
意在言歪 意在言外
治歪法权 治外法权
置之度歪 置之度外
中歪合资 中外合资
紫歪线 紫外线
自歪 自外
促静派 促进派
大跃静 大跃进
得寸静尺 得寸进尺
二静宫 二进宫
二静制 二进制
赶先静 赶先进
高歌猛静 高歌猛进
激静派 激进派
疾静 疾进
静修班 进修班
静益 进益
静账 进账
静出口 进出口
静修生 进修生
静抵 进抵
静度表 进度表
静化论 进化论
静谏 进谏
静军号 进军号
静口额 进口额
静款 进款
静流 进流
静射 进射
静一步 进一步
静 进
静退两难 进退两难
静退维谷 进退维谷
静献 进献
静行曲 进行曲
累静税 累进税
齐头并静 齐头并进
锐意静取 锐意进取
上静心 上进心
十静制 十进制
突飞猛静 突飞猛进
推静器 推进器
循序渐静 循序渐进
以退为静 以退为进
与时俱静 与时俱进
知难而静 知难而进
爱米子 爱面子
八米玲珑 八面玲珑
八米威风 八面威风
白米儿 白面儿
白米书生 白面书生
棒子米 棒子面
表米光 表面光
表米化 表面化
表米积 表面积
表米文章 表面文章
别开生米 别开生面
舱米 舱面
场米上 场面上
抻米 抻面
撑场米 撑场面
撑门米 撑门面
出头露米 出头露面
春风满米 春风满面
打照米儿 打照面儿
打卤米 打卤面
大米儿 大面儿
单方米 单方面
担担米 担担面
刀削米 刀削面
地米站 地面站
丢米子 丢面子
豆米 豆面
独当一米 独当一面
对立米 对立面
多米手 多面手
多米体 多面体
耳提米命 耳提面命
方方米米 方方面面
方便米 方便面
方米军 方面军
防毒米具 防毒面具
覆盖米 覆盖面
改头换米 改头换面
干米 干面
擀米杖 擀面杖
高梁米 高梁面
给米子 给面子
工作米 工作面
海平米 海平面
黑米包 黑面包
横断米 横断面
横截米 横截面
横剖米 横剖面
胡椒米儿 胡椒面儿
混合米儿 混合面儿
假米具 假面具
碱米儿 碱面儿
见米礼 见面礼
见世米 见世面
讲情米 讲情面
老米孔 老面孔
冷米孔 冷面孔
两米性 两面性
两米光 两面光
两米派 两面派
两米三刀 两面三刀
龙须米 龙须面
庐山真米目 庐山真面目
满米春风 满面春风
门米房 门面房
门米话 门面话
米人儿 面人儿
米生 面生
米巾纸 面巾纸
米米相觑 面面相觑
米包车 面包车
米包房 面包房
米陈 面陈
米呈 面呈
米斥 面斥
米对米 面对面
米肥 面肥
米告 面告
米红耳赤 面红耳赤
米黄肌瘦 面黄肌瘦
米交 面交
米码儿 面码儿
米米观 面面观
米米俱到 面面俱到
米目全非 面目全非
米目一新 面目一新
米片儿 面片儿
米如死灰 面如死灰
米如土色 面如土色
米软 面软
米神经 面神经
米授机宜 面授机宜
米晤 面晤
米谢 面谢
米有难色 面有难色
米砖 面砖
明米 明面
牛头马米 牛头马面
抛头露米 抛头露面
蓬头垢米 蓬头垢面
平米图 平面图
铺米房 铺面房
戗米 戗面
荞米 荞面
青米獠牙 青面獠牙
人米兽心 人面兽心
扇米儿 扇面儿
涉及米 涉及面
书米语 书面语
水平米 水平面
死米 死面
四米八方 四面八方
四米楚歌 四面楚歌
速食米 速食面
烫米 烫面
甜米酱 甜面酱
铁米无私 铁面无私
头米人物 头面人物
外米儿光 外面儿光
网开一米 网开一面
席米 席面
洗米奶 洗面奶
洗心革米 洗心革面
削米 削面
笑米虎 笑面虎
笑容满米 笑容满面
眼米前 眼面前
阳春米 阳春面
阳米 阳面
药米 药面
要米子 要面子
一方米 一方面
一米之词 一面之词
一米之交 一面之交
以泪洗米 以泪洗面
阴暗米 阴暗面
油头粉米 油头粉面
釉米砖 釉面砖
玉米米 玉米面
杂米 杂面
照米儿 照面儿
真米目 真面目
正米人物 正面人物
知识米 知识面
装门米 装门面
壮门米 壮门面
桌米上 桌面上
介会儿 这会儿
介就是说 这就是说
介么点儿 这么点儿
介么些 这么些
介么样 这么样
介么着 这么着
介样一来 这样一来
介一阵 这一阵
精钢经 金刚经
精钢砂 金刚砂
精钢石 金刚石
精钢钻 金刚钻
擦P股 擦屁股
打P股 打屁股
跟P虫 跟屁虫
马P精 马屁精
拍马P 拍马屁
P滚尿流 屁滚尿流
P事 屁事
烟P股 烟屁股
电报菊 电报局
电话菊 电话局
电信菊 电信局
工商菊 工商局
公安菊 公安局
菊 局
菊内人 局内人
菊外人 局外人
菊域网 局域网
矿务菊 矿务局
棋菊 棋局
险菊 险局
邮电菊 邮电局
邮政菊 邮政局
祷猪 祷祝
庙猪 庙祝
猪告 祝告
猪酒词 祝酒词
猪酒歌 祝酒歌
猪颂 祝颂
宽书 宽舒
书 舒
书筋活血 舒筋活血
书散 舒散
书爽 舒爽
书松 舒松
熬粗头 熬出头
半路粗家 半路出家
别粗心裁 别出心裁
不粗所料 不出所料
层粗不穷 层出不穷
丑态百粗 丑态百出
粗版社 出版社
粗人头地 出人头地
粗 出
粗版商 出版商
粗版物 出版物
粗操 出操
粗岔子 出岔子
